id,ref,nombre,marca,categoria,disponible,url,imagen1,imagen2,imagen3,imagen4,fecha_sync
856904045,A28751501,Olla de Hierro Fundido Esmaltado Electrolux Expert  24 cm,Electrolux,Sartenes y Ollas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187107-800-800/01.--Olla-Electrolux-Principal--Expert-24-cm-1500px.jpg,,,,2026-09-24T08:06:32Z
856904261,A27475401,Sartén Antiadherente Electrolux 20 cm,Electrolux,Sartenes y Ollas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187918-800-800/01.--Sarten-20cm-Electrolux-Principal---2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
856904259,A21257101,Sartén Antiadherente Electrolux 24 cm,Electrolux,Sartenes y Ollas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187925-800-800/01.--Sarten-24cm-Electrolux-Principal-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
856904048,A28751601,Sartén de Hierro Fundido Esmaltado Electrolux Expert 26 cm,Electrolux,Sartenes y Ollas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187094-800-800/01.--Sarten-Electrolux-Principal--Expert-26-cm-1500px.jpg,,,,2026-09-24T08:06:32Z
856903744,A27480301,Wok Antiadherente con Tapa de Vidrio Electrolux 28 cm,Electrolux,Sartenes y Ollas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187941-800-800/01.--Wok-Antiadherente-28cm-Electrolux-Principal---2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
856904046,A28751701,Wok de Hierro Fundido Esmaltado Electrolux Expert  30 cm,Electrolux,Sartenes y Ollas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187152-800-800/01.--Wok-Electrolux-Principal--Expert-30-cm-1500px.jpg,,,,2026-09-24T08:06:32Z
856904035,240096076,Secadora de Ropa Mademsa 7Kg Carga Frontal Secado Automático 7D BZG PRO Blanca,Mademsa,Secadoras,NO,https://www.tiendamademsa.cl/secadora-de-ropa-mademsa-7kg-carga-frontal-secado-automatico-7dbzg-blanca/p,https://electroluxcl.vteximg.com.br/arquivos/ids/193047-800-800/7DBZG_2000px.jpg,,,,2026-09-24T08:06:32Z
control-240093825,240093825,Termo Acero Inoxidable Electrolux 1 Lt Sense To Go Negro,Electrolux,Termos,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/184992/01.--Termo-Electrolux-Principal--SenseToGo-Negro-2000px.jpg.jpg?v=638757582867270000,,,,2026-09-24T08:06:32Z
control-240093903,240093903,Termo Acero Inoxidable Electrolux 1 Lt Sense To Go Verde,Electrolux,Termos,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/185010/01.--Termo-Electrolux-Principal--SenseToGo-Verde-2000px.jpg.jpg?v=638757588667130000,,,,2026-09-24T08:06:32Z
1675,240055682,Termo Eléctrico Mademsa 100 Litros Mural Term 100 Blanco,Mademsa,Termos,SI,https://www.tiendamademsa.cl/termo-mademsa-term-100/p,https://electroluxcl.vteximg.com.br/arquivos/ids/155641-800-800/240055682_TERMO-MADEMSA-TERM-100_1.png,,,,2026-09-24T08:06:32Z
1680,240064852,Termo Eléctrico Mademsa 120 Litros Mural Term 120 Blanco,Mademsa,Termos,SI,https://www.tiendamademsa.cl/termo-mademsa-term-120/p,https://electroluxcl.vteximg.com.br/arquivos/ids/155644-800-800/240064852_TERMO-MADEMSA-TERM-120_1.png,,,,2026-09-24T08:06:32Z
1679,240064853,Termo Eléctrico Mademsa 150 Litros Mural Term 150 Blanco,Mademsa,Termos,SI,https://www.tiendamademsa.cl/termo-mademsa-term-150/p,https://electroluxcl.vteximg.com.br/arquivos/ids/155643-800-800/240064853_TERMO-MADEMSA-TERM-150_1.png,,,,2026-09-24T08:06:32Z
1678,240055681,Termo Eléctrico Mademsa 80 Litros Mural Term 80 Blanco,Mademsa,Termos,SI,https://www.tiendamademsa.cl/termo-mademsa-term-80/p,https://electroluxcl.vteximg.com.br/arquivos/ids/155642-800-800/240055681_TERMO-MADEMSA-TERM-80_1.png,,,,2026-09-24T08:06:32Z
control-240093824,240093824,Vaso Térmico Mug 560 ml Electrolux Tapa Sense to Go Negro,Electrolux,Termos,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/184972/01.--Termo-Electrolux-Principal--Mug-Negro-2000px.jpg.jpg?v=638757579191330000,,,,2026-09-24T08:06:32Z
856904369,900276848,Tostador Electrolux 2 Rebanadas con 7 Niveles de Tostado TOP70 Acero Inoxidable,Electrolux,Tostador,SI,https://www.electrolux.cl/tostador-electrico-electrolux-expert-7-niveles-de-tostado-acero-inoxidable-y-gris-top70/p,https://electroluxcl.vteximg.com.br/arquivos/ids/198245-800-800/01.--Tostador-Electrolux-Principal--TOP70-2000px.jpg,,,,2026-09-24T08:06:32Z
856905026,900277052,Tostador Eléctrico Mademsa 2 Rebanadas con 8 Niveles de Tostado 860W MTS60 Negro,Mademsa,Tostador,SI,https://www.tiendamademsa.cl/tostador-mademsa-con-8-niveles-de-tostado-3-funciones-y-panel-digital-860w-mts60-negro/p,https://electroluxcl.vteximg.com.br/arquivos/ids/198421-800-800/01.--Tostador-Mademsa-Principal-MTS60-2000px.jpg,,,,2026-09-24T08:06:32Z
856903089,955117819,Tostador Mademsa con 7 Niveles de Tostado y 3 Funciones 730W MTS25 Acero Inoxidable,Mademsa,Tostador,SI,https://www.tiendamademsa.cl/tostador-mademsa-7-niveles-en-acero-inoxidable-800w--mts25-/p,https://electroluxcl.vteximg.com.br/arquivos/ids/191482-800-800/01.--Tostador-Mademsa-Principal-MTS25-1500px.jpg,,,,2026-09-24T08:06:32Z
856901348,240087850,Bolsa Reutilizable Selladora al Vacío Portátil Fensa 10 Un,Fensa,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/183517-800-800/01.--Bolsa-sellado-al-vacio-Fensa-Principal-Bolsa-2000px.jpg.jpg,,,,2026-09-24T08:06:32Z
control-240088441,240088441,Bolsas Desechables Selladora al Vacío Fensa 20 Un,Fensa,Utensilios,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/175783/41042588-isolado_1500x1500--1-.jpg?v=638210812761970000,,,,2026-09-24T08:06:32Z
control-A21392801,A21392801,Contenedores de Vidrio y Tapa de Bambú Electrolux,Electrolux,Utensilios,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/187911/01.--Contenedores-de-vidrio-Electrolux-Principal--con-tapa-de-Bambu-1500px-1500x1500.raw.jpg?v=638920689703870000,,,,2026-09-24T08:06:32Z
856904260,A21194501,Juego de Cuchillos de Acero Inoxidable Electrolux,Electrolux,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187950-800-800/01.--Juego-de-cuchillos-de-acero-Inox-Electrolux-Principal---2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
856900925,240087600,Piedra para Pizza Fensa Piedra con Asas de Cobre,Fensa,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/171528-800-800/IS7A9588_fensa-principal.jpg,,,,2026-09-24T08:06:32Z
control-240087504,240087504,Selladora al Vacío Fensa,Fensa,Utensilios,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/189076/02.--Selladora-al-vacio-Fensa-Principal-bolsa-VCFENSA01-20-2000px.jpg.jpg?v=638967352389600000,,,,2026-09-24T08:06:32Z
856901349,240087911,Selladora al Vacío Portátil Fensa con 2 Contenedores Herméticos,Fensa,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/184765-800-800/01.--Selladora-al-vacio-Fensa-pack--Selladora-potes-2000px.jpg.jpg,,,,2026-09-24T08:06:32Z
856901347,240087849,Selladora al Vacío Portátil Fensa con 5 Bolsas Reutilizables,Fensa,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/192242-800-800/Multimedia--2-.jpg,,,,2026-09-24T08:06:32Z
856902802,240092965,Set Bowls Acero Inoxidable Fensa Multiuso 3 Unidades Tapa de Plástico,Fensa,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189272-800-800/01.--Set-de-Bowls-Fensa-Principal-BPEBR01-2000px.jpg,,,,2026-09-24T08:06:32Z
control-240087928,240087928,Set Contenedores de Plástico Fensa 8 Unidades,Fensa,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/184752/01.--Pote-plastico-Fensa-Principal--Tapa-gris-8X-2000px.jpg.jpg?v=638755737048370000,,,,2026-09-24T08:06:32Z
control-240087921,240087921,Set Contenedores de Plástico Herméticos Fensa 4 Unidades,Fensa,Utensilios,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/184778/175831-1200-1200.jpg.jpg?v=638755738814770000,,,,2026-09-24T08:06:32Z
856901395,240087924,Set Contenedores de Plástico Mademsa 12 Unidades,Mademsa,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/184735-800-800/01.--Pote-plastico-Mademsa-Principal--Tapa-naranjo-12X-1500px.jpg,,,,2026-09-24T08:06:32Z
control-240087923,240087923,Set Contenedores de Plástico Mademsa 8 Unidades,Mademsa,Utensilios,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/184746/01.--Pote-plastico-Mademsa-Principal--Tapa-naranjo-8X-1500px.jpg?v=638755736494930000,,,,2026-09-24T08:06:32Z
856902030,240092742,Set Corchos de Vino Sellado al Vacío Fensa 3 Unidades,Fensa,Utensilios,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/184810-800-800/01.--Tapon-para-vino-sellado-al-vaciox3-Electrolux-Principal--2000px.jpg.jpg,,,,2026-09-24T08:06:32Z
