id,ref,nombre,marca,categoria,disponible,url,imagen1,imagen2,imagen3,imagen4,fecha_sync
856904434,240093466,Control Remoto Aire Acondicionado Electrolux,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/191942-800-800/240093466.png,,,,2026-09-24T08:06:32Z
856902321,240072863,Entrada Manga Tubo Aire Acondicionado Portátil Electrolux EAP10,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190902-800-800/240072863--3-.png,,,,2026-09-24T08:06:32Z
856904436,240093488,Filtro Aire Acondicionado Electrolux 18.000 BTU,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/191946-800-800/240093488.jpg,,,,2026-09-24T08:06:32Z
856904435,240093454,Filtro Aire Acondicionado Electrolux 9000 BTU,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/191945-800-800/240093454.png,,,,2026-09-24T08:06:32Z
856904437,240093469,Filtro Ambientador Aire Acondicionado Inverter Electrolux,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/191947-800-800/240093469--1-.png,,,,2026-09-24T08:06:32Z
856902088,240091585,Filtro Carbón Activo Purificador Aire Electrolux Well A7,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/199709-800-800/240091585.png,,,,2026-09-24T08:06:32Z
control-240091584,240091584,Filtro HEPA Purificador Aire Electrolux Well A7,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/198967/240091584.png?v=639207717329500000,,,,2026-09-24T08:06:32Z
856901310,240072865,Manga Tubo Aire Acondicionado Portátil Electrolux EAP10B5TBPW/12B5TSCRW,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190893-800-800/32_240072865_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856902322,240072864,Salida Manga Tubo Aire Acondicionado Portátil Electrolux EAP10B5TBPW/12B5TSCRW,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/192461-800-800/240072864 -1-.png,,,,2026-09-24T08:06:32Z
856904332,A07668801,Soporte Aire Acondicionado Electrolux 18.000 a 30.000 BTU,Electrolux,Aire acondicionado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189331-800-800/A07668801_2.png,,,,2026-09-24T08:06:32Z
856900206,S135000691,Barre Alfombra Con Ruedas Apiradora 32 mm,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189522-800-800/4_S135000691_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856901670,240085419,Baterías Aspiradora Robot Electrolux Pure I9,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189511-800-800/240085419_01_2000px.jpg,,,,2026-09-24T08:06:32Z
65410000,240066541,Bolsa Sintética Aspiradora Original Electrolux 4 Un,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/157743-800-800/kit-bolsa.png,,,,2026-09-24T08:06:32Z
856903166,240088788,Boquilla 2 en 1 Aspiradora Electrolux PTE10,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189094-800-800/Designer--3-.png,,,,2026-09-24T08:06:32Z
856903164,240088770,Boquilla Cepillo Aspiradora Vertical Electrolux PTE10,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189593-800-800/240088770_02_2000px.jpg,,,,2026-09-24T08:06:32Z
856903161,240088749,Boquilla Piso Aspiradora Electrolux PTE10,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189087-800-800/Designer--3-.png,,,,2026-09-24T08:06:32Z
856901676,240085434,Cargador Aspiradora Electrolux ERG21/22,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179224-800-800/240085434-3.jpg,,,,2026-09-24T08:06:32Z
856901682,240085440,Cargador Aspiradora Electrolux PURE I9,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179222-800-800/240085440.jpg,,,,2026-09-24T08:06:32Z
71130000,240077113,Escobilla Universal Grande Aspiradoras,Multimarca,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/157239-800-800/IMG-11.jpg,,,,2026-09-24T08:06:32Z
856900637,240084205,Filtro Aspiradora Electrolux POW01,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/178353-800-800/ultra-power-1.jpg,,,,2026-09-24T08:06:32Z
856902081,240087946,Filtro Aspiradora Somela SCA20/21/22,Somela,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/178341-800-800/3D_frente_1500x1500.jpg,,,,2026-09-24T08:06:32Z
control-240084203,240084203,Filtro Aspiradora Vertical Electrolux STK10/ATOM,Electrolux,Aspirado,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/177964/ATOM-1.png?v=638333350968230000,,,,2026-09-24T08:06:32Z
856900633,240084201,Filtro Cónico Aspiradora Vertical Electrolux ERG21/23/25/25N,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/177956-800-800/Foto-frontal-.jpg,,,,2026-09-24T08:06:32Z
856902771,240088894,Filtro Esponja Aspiradora Vertical Electrolux PTE10,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189588-800-800/240088894_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856900209,S135000695,Filtro HEPA Aspiradora Electrolux ESF1W/PFC02/CYC01/USR31,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/162971-800-800/135000695-01ACCESORIO-EFS1W-P050740-1000x1000px.jpg,,,,2026-09-24T08:06:32Z
856902772,240088467,Filtro HEPA Aspiradora SCA30,Brand name,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/191227-800-800/240088476_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856903720,240088476,Filtro HEPA Aspiradora SCA40,Multimarca,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190529-800-800/240088476_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856900526,240077112,Filtro Hepa Aspiradora Universal 119x148x25 mm,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/164777-800-800/240077112-Filtro-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902770,240088780,Filtro Salida Aire Aspiradora Vertical Electrolux PTE10,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189093-800-800/Designer--3-.png,,,,2026-09-24T08:06:32Z
control-240084211,240084211,Filtros Aspiradora Vertical Electrolux Pure F9,Electrolux,Aspirado,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/190919/240084211_01_2000px.jpg?v=639002082682070000,,,,2026-09-24T08:06:32Z
856900643,240084213,Manguera Aspiradora Electrolux GT20N/GT30N,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189861-800-800/240084213_01_2000px.jpg,,,,2026-09-24T08:06:32Z
control-240088763,240088763,Micro Filtro Aspiradora Vertical Electrolux PTE10 Filtro Micro Aspiradora Vertical Electrolux PTE10,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189090/Designer--3-.png?v=638973657410470000,,,,2026-09-24T08:06:32Z
control-A30305901,A30305901,Paño Microfibra Limpieza Aspiradora Robot Electrolux ERB80,Electrolux,Aspirado,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/195324/A30305901.jpg?v=639119727841500000,,,,2026-09-24T08:06:32Z
856901985,240077221,Bobina Encendido Estufa Parafina,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179200-800-800/240077221.jpg,,,,2026-09-24T08:06:32Z
856902220,D8101200,Bomba Electromagnética Estufa Parafina FHK960/MFHK560,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179854-800-800/D8101200-Bomba-FHK-3cuartos1-1000.jpg,,,,2026-09-24T08:06:32Z
856902191,C09612475,Bomba Electromagnética Estufa Parafina FHK990/1050/MFHK590,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179857-800-800/C09612475-Bomba-990-3cuartos1-1000.jpg,,,,2026-09-24T08:06:32Z
856902192,C09613366,Bomba Electromagnética Estufa Parafina MFHK540,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179860-800-800/C09613366-Bomba-1-1000.jpg,,,,2026-09-24T08:06:32Z
856904279,240077223,Botón Interruptor Encendido Estufa Mademsa Fiamma Pro,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189911-800-800/240077223_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856904308,240083969,Estanque Removible Parafina Estufa Fensa FHK990/1050,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189923-800-800/240083969_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856904307,240083968,Estanque Removible Parafina Estufa Mademsa MFHK540/550,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189882-800-800/240083968_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856900556,C0961236K,Filtro Estufa Parafina FHK950/990MFHK550/590,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189426-800-800/C0961236K--2-.png,,,,2026-09-24T08:06:32Z
856901276,C09612432,Filtro Estufa Parafina Mademsa MFHK540,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/175504-800-800/filtro-parafina-estufa-azul-2--C09612432-.jpg,,,,2026-09-24T08:06:32Z
856900562,C09616446,Filtro Ventilador 540 Estufas Fan Heater Mademsa,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/164789-800-800/C09616446-Filtro-1-1000.jpg,,,,2026-09-24T08:06:32Z
80720000,240078072,Mecha Estufa Parafina F620/F720/F820/F1020,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189503-800-800/33_240078072_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856900504,240055834,Mecha Estufa Parafina Fensa Potenza/Volcano 6800/WKH-23 PC,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/164665-800-800/240055834-Mecha-1000.jpg,,,,2026-09-24T08:06:32Z
856900595,240076939,Mecha Estufa Parafina Fiamma Pro F720+,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/164834-800-800/240076939-Mecha-1000.jpg,,,,2026-09-24T08:06:32Z
856904793,240097979,Mecha Estufa Parafina Foguita Pro/F 1120+,Electrolux,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/197151-800-800/240076940_01_2000px.jpg,,,,2026-09-24T08:06:32Z
80730000,240078073,Mecha Estufa Parafina Potenza/Volcano 6800/WKH-23 PK,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189429-800-800/240078073-Mecha-2-1000.jpg,,,,2026-09-24T08:06:32Z
856904298,240077220,Módulo Encendido Estufa Fiamma Pro/F720+,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189876-800-800/240077220_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856901926,240077237,Perilla Estufa  Fiamma Pro Café,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179195-800-800/240077237-2.jpg,,,,2026-09-24T08:06:32Z
856901928,240077252,Perilla Mecha Estufa Parafina F 1120+,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179894-800-800/240077252-5.jpg,,,,2026-09-24T08:06:32Z
856901929,240077253,Perilla Mecha Estufa Parafina Foguita Pro,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179121-800-800/240077253.jpg,,,,2026-09-24T08:06:32Z
856901957,240056246,Quemador Estufa Gas 2 Placas Vittale/Fel,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179862-800-800/240056246Q-Quemador-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902190,C09612394,Quemador Estufa Parafina MFHK550/FHK-950/FHK-32,Mademsa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189870-800-800/C09612394--3-.png,,,,2026-09-24T08:06:32Z
856901242,C09612378,Vaporizador Estufa Parafina FHK950/960/MFHK540/550/560,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189371-800-800/C09612378--2-.png,,,,2026-09-24T08:06:32Z
856901243,C09612483,Vaporizador Estufa Parafina FHK990/1050/MFHK590,Fensa,Calefacción,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/173450-800-800/C09612483-Vaporizador-990-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902387,240078487,Caja Porta Pilas Calefont Mademsa,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/180122-800-800/240078487-Caja-pilas-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902313,240072158,Cámara Combustión Calefont Mademsa Forza GL/GN 10 Lt,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179992-800-800/240072158-Camara-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902316,240072173,Cámara Combustión Calefont Mademsa Forza GL/GN 13 Lt,Mademsa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190536-800-800/240072173--2-.png,,,,2026-09-24T08:06:32Z
856902372,240078174,Electroválvula Calefont Mademsa Vitality,Mademsa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190616-800-800/240078174--2-.png,,,,2026-09-24T08:06:32Z
856900500,240072690,"Flexible Agua Calefont  30 cm 1/2"" 18 mm HI x HI Acero Inox",Mademsa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187977-800-800/240072690-3-2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
856900593,240072689,"Flexible Agua Calefont  30 cm 1/2"" 18mm HE x HI Acero Inox",Mademsa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187971-800-800/240072689-3-2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
856900591,240072687,"Flexible Agua Calefont 20 cm 1/2"" 18 mm HE x HI Acero Inox",Mademsa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187974-800-800/240072687-3-2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
control-240072691,240072691,"Flexible Agua Calefont 40 cm 1/2"" 18 mm HE x HI Acero Inox",Mademsa,Calefont,NO,,https://electroluxcl.vteximg.com.br/arquivos/ids/187702/240072691-1-2000px-2000x2000.raw.jpg?v=638914290680200000,,,,2026-09-24T08:06:32Z
856900594,240072692,"Flexible Agua Calefont 40 cm 1/2"" 18 mm HI x HI Acero Inox",Mademsa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187968-800-800/03.--Calefont-Mademsa-Imagen-3-Flex-Agua-40CM-1-2-diam18-2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
856901937,C07513089,Membrana Multiválvulas Calefont Mademsa Vitality/Essential,Mademsa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179192-800-800/C07513089.jpg,,,,2026-09-24T08:06:32Z
856902404,240079945,Módulo Encendido Calefont Mademsa Vitality/Essential 13/14/16 Lt,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179923-800-800/240079945-Modulo-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902359,240077644,Sensor Calefont Tiro Forzado Mademsa Efecto Hall,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/180126-800-800/240077644-Sensor-P1H02930-Inferior-1000.jpg,,,,2026-09-24T08:06:32Z
856902314,240072164,Sensor Temperatura Calefont,Mademsa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189582-800-800/240072164_03_2000px.jpg,,,,2026-09-24T08:06:32Z
856901936,C07513070,Sensor Temperatura Calefont NTC Inmersión,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/177001-800-800/C07513070-Sensor-Inmersion-1000.jpg,,,,2026-09-24T08:06:32Z
856901955,240055970,Sistema Encendido Calefont,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179939-800-800/240055970-Encendido-A-Frontal-1000.jpg,,,,2026-09-24T08:06:32Z
856902230,240061846,Sistema Encendido Calefont,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179941-800-800/240061846-Encendido-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902170,240055992,Sistema Encendido Calefont Mademsa Vitality 708,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179974-800-800/240055992-Sistema-8L-1000.jpg,,,,2026-09-24T08:06:32Z
856902383,240078476,Sistema Encendido Calefont Mademsa Vitality/Essential 10 GL,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179958-800-800/240078476-Sistema-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902403,240079876,Tarjeta Electrónica Control Calefont Mademsa Tiro Forzado 10 Lt,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179975-800-800/240079876-Tarjeta-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902312,240072156,Válvula Armado Calefont Tiro Forzado 10 Lt,Fensa,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179920-800-800/240072156-Valvula-1-1000.jpg,,,,2026-09-24T08:06:32Z
856901974,240069165,Válvula Seguridad Termos Mademsa,Brand name,Calefont,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179842-800-800/240069165-Valvula-Termo-1-1000.jpg,,,,2026-09-24T08:06:32Z
856903197,240088906,Ducto Aluminio Campana Extractora Fensa FXD6465L,Fensa,Campanas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189855-800-800/240088906_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856900551,C08547017,Filtro Carbón Activo Campana Cocina,Fensa,Campanas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/164770-800-800/C08547017-Filtro-1-1000.jpg,,,,2026-09-24T08:06:32Z
856900602,C08607184,Filtro Carbón Activo Campana Cocina Fensa FX6260,Fensa,Campanas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/164760-800-800/C08607184-Filtro-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902188,C08607192,Filtro Carbón Activo Campana Cocina FXD6465/6495/MXD395,Fensa,Campanas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/192846-800-800/C08607192--1-.png,,,,2026-09-24T08:06:32Z
856902935,240088918,Filtro Malla Aluminio Campana Cocina 60 cm FXD6465L/CE6TF,Electrolux,Campanas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190922-800-800/240088918_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856900590,240072477,Flexible Manguera Gas 100 cm 1/2 x 1/2 14 mm,Mademsa,Cocinas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187965-800-800/03.--Calefont-Mademsa-Imagen-3-Flex-Agua-40CM-1-2-diam18-2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
70820000,240077082,"Flexible Manguera Gas 60 cm 3/8"" 14 mm",Mademsa,Cocinas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/188001-800-800/240077082-2-2000px-2000x2000.raw.jpg,,,,2026-09-24T08:06:32Z
856901309,240070926,Parrilla Lateral Hierro Fundido Cubierta Cocina Diva920/940/F5500,Multimarca,Cocinas,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179845-800-800/240070926-Parrilla-1-1000.jpg,,,,2026-09-24T08:06:32Z
856901966,240062734,Conmutador Selección Temperatura Encimera Eléctrica FEE2E/MEE2E,Fensa,Encimeras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179840-800-800/240062734-Conmutador-1-1000.jpg,,,,2026-09-24T08:06:32Z
856904270,240072466,Flexible Manguera Gas Cocina/Encimera 100 cm 3/8 x 1/2 14 mm,Mademsa,Encimeras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/187997-800-800/240072466-2-2000px.jpg,,,,2026-09-24T08:06:32Z
856903131,240087829,Perilla Encimera Fensa FCE 2HF,Fensa,Encimeras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189852-800-800/240087829_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856901298,240062720,Plato Quemador Encimera Eléctrica 1000W R145,Fensa,Encimeras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/173437-800-800/240062720-Plato-1-1000.jpg,,,,2026-09-24T08:06:32Z
control-A05594302,A05594302,Plato Quemador Encimera Eléctrica 1000W R145,Fensa,Encimeras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179540/A05594302.jpg?v=638484518135000000,,,,2026-09-24T08:06:32Z
856901267,A05594301,Plato Quemador Encimera Eléctrica 1500W R145,Fensa,Encimeras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189420-800-800/IMG_20220406_124839.png,,,,2026-09-24T08:06:32Z
856901297,240062719,Plato Quemador Encimera Eléctrica 1500W R180,Fensa,Encimeras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/173440-800-800/IMG_20220406_125102.png,,,,2026-09-24T08:06:32Z
856902779,354017015,Tapilla Quemador Auxiliar Cocina/Encimera Gas,Multimarca,Encimeras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190931-800-800/354017015_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856904314,240089214,Balcón Puerta Freezer Refrigerador Fensa SFX440/440B,Fensa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189537-800-800/240089214_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856902684,240086703,Bandeja Plástica Freezer Refrigerador Mademsa MED165/165B/165S,Mademsa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189564-800-800/240086703_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856902754,240087872,Canasto Organizador Congelador Freezer Horizontal Fensa Z250D,Fensa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/178229-800-800/BD249-plastic-50112495001L_ASM1_1000x1000.jpg,,,,2026-09-24T08:06:32Z
856902755,240087873,Canasto Organizador Congelador Freezer Horizontal Fensa Z300D,Fensa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/178230-800-800/BD295-plastic-50112955002X_asm1_1000x1000.jpg,,,,2026-09-24T08:06:32Z
856902756,240087874,Canasto Organizador Congelador Freezer Horizontal Fensa Z400D,Fensa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/178231-800-800/BD418--plastic-Q0090-103_1000x1000.jpg,,,,2026-09-24T08:06:32Z
856902750,240087868,Canasto Organizador Congelador Freezer Horizontal Mademsa M100D,Mademsa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/178225-800-800/BD100-wire-Q0108-161_1000x1000.jpg,,,,2026-09-24T08:06:32Z
control-240087869,240087869,Canasto Organizador Congelador Horizontal M150D/M200D Mademsa,Mademsa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/178226/BD143-199-wire-Q0108-162_1000x1000.jpg?v=638349636774000000,,,,2026-09-24T08:06:32Z
856902928,240087692,Lámpara Luz Ambar Indicador Freezer,Multimarca,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190523-800-800/240087692_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856903144,240088040,Lámpara Luz Piloto Indicador Freezer Mademsa,Mademsa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190526-800-800/240088040_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856902915,240087678,Termostato Dual Control Temperatura Congelador Freezer Horizontal,Multimarca,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190887-800-800/240087678_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856900549,240082377,Termómetro Digital Refrigerador/Freezer Universal,Fensa,Freezers,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/164878-800-800/240082377-Term-Digital-1-1000.jpg,,,,2026-09-24T08:06:32Z
856902597,240082029,Bandeja Metálica Horno Empotrable Fensa FHE1190T/1130M,Fensa,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190952-800-800/240082029_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856900506,240056926,Lampara  15W 220V E14 Hornos y Cocinas Fensa Mademsa,Fensa,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/175880-800-800/Ampolleta-15W-220V-E14.jpg,,,,2026-09-24T08:06:32Z
856902177,240059750,Lámpara Luz Piloto Indicador Horno Empotrable Fensa,Brand name,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190514-800-800/240059750_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856902298,C70204061,Panel Metálico Trasero Horno Empotrable,Multimarca,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190517-800-800/5_C70204061_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856902047,240082015,Perilla Horno Empotrable Fensa FHE-1130/1190,Fensa,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190949-800-800/240082015_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856901976,240069499,Resistencia Superior Horno Empotrable 1200W 220V,Mademsa,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189873-800-800/240069499_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856901945,C5920209K,Sensor Temperatura NTC Horno Empotrable,Fensa,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179850-800-800/C5920209K-Termico-165g-1-1000.jpg,,,,2026-09-24T08:06:32Z
856901978,240072353,Sensor Temperatura Termopar Horno Cocina 1200 mm,Fensa,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189519-800-800/240072353_03_2000px.jpg,,,,2026-09-24T08:06:32Z
control-C59201689,C59201689,Termostato Horno Empotrable,Fensa,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/189515/24_c59201689_01_2000px.jpg?v=638987359005770000,,,,2026-09-24T08:06:32Z
856901282,C59202006,Timer Eléctrico Horno Empotrable 120 Min,Fensa,Hornos,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/173442-800-800/C59202006-Timer-2-1000.jpg,,,,2026-09-24T08:06:32Z
856902068,A97907801,Agitador Rodete Lavadora Automática Gris,Fensa,Lavadoras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/179830-800-800/A97907801-1.jpg,,,,2026-09-24T08:06:32Z
856902857,240087604,"Agitador Rodete Lavadora Fensa Premium Care 9,5 SZ",Fensa,Lavadoras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/191278-800-800/240087604_01_2000px.jpg,,,,2026-09-24T08:06:32Z
856902849,240087583,Amortiguador Amarillo Lavadora Mademsa,Mademsa,Lavadoras,SI,,https://electroluxcl.vteximg.com.br/arquivos/ids/190839-800-800/240087583_01_2000px.jpg,,,,2026-09-24T08:06:32Z
